timestamp,sample_duration,num_reads,read_cycles,num_writes,write_cycles,num_flushes,flush_cycles,read_cycles_samples,write_cycles_samples,flush_cycles_samples,bytes_read,bytes_written,retired_rw,retired_movnti,retired_movntq,retired_movntqd,retired_movntps,retired_mfence,retired_sfence,retired_lfence,wpq_inserts,rpq_inserts,wpq_occupancy,rpq_occupancy,dram_rpq_inserts,dram_rpq_occupancy,unc_ticks,total_read_write,retired_all_stores,l3_misses_local_pmm,l3_misses_remote_pmm,any_scoop_pmm,any_scoop_l3_miss_dram,total_addr_distance
5007431,2504500,0,0,116224,34557,0,0,0,454,0,0,116224,116224,0,0,0,0,0,0,0,1649,1929,189550,0,0,0,2998776,328704,0,0,0,5302,326139,17
10010420,2501284,0,0,118272,29870,0,0,0,462,0,0,118272,118272,0,0,0,0,0,0,0,1813,1939,192277,0,0,0,2993978,647424,0,0,0,10426,645626,7
15014119,2503680,0,0,175872,31692,0,0,0,687,0,0,175872,175872,0,0,0,0,0,0,0,2740,2812,299443,0,0,0,2997098,1092096,0,0,0,16657,1041062,10
20017093,2500923,0,0,175616,30679,0,0,0,686,0,0,175616,175616,0,0,0,0,0,0,0,2638,2758,288070,0,0,0,2994067,1545472,0,0,0,23855,1495480,11
25019554,2502432,0,0,224512,27820,0,0,0,877,0,0,224512,224512,0,0,0,0,0,0,0,3430,3529,402765,0,0,0,2996139,2266112,0,0,0,31474,2009398,11
30022876,2502146,0,0,233984,31728,0,0,0,914,0,0,359424,216064,0,17920,0,0,0,0,0,5772,3398,644210,0,0,0,2995104,2977792,0,0,0,40387,2596903,7
35024645,2501483,0,0,301824,32948,0,0,0,1179,0,0,301824,301824,0,0,0,0,0,0,0,4820,4778,541945,0,0,0,2994349,3839744,0,0,0,50297,3256008,14
40027656,2501678,0,0,300544,35622,0,0,0,1174,0,0,300544,300544,0,0,0,0,0,0,0,4825,4751,538276,0,0,0,2995052,4531456,0,0,0,61153,3949216,15
45029656,2500129,0,0,305920,36061,0,0,0,1195,0,0,305920,305920,0,0,0,0,0,0,0,4474,4812,515729,0,0,0,2992863,5231616,0,0,0,72125,4650864,13
50031097,2500622,0,0,306944,37492,0,0,0,1199,0,0,306944,306944,0,0,0,0,0,0,0,4817,4811,541803,0,0,0,2993478,6001664,0,0,0,83094,5361473,20
55031559,2500118,0,0,307712,35230,0,0,0,1202,0,0,483328,282624,0,25088,0,0,0,0,0,7496,4449,840620,0,0,0,2992640,6897664,0,0,0,93983,6083401,24
60033223,2500257,0,0,308480,40504,0,0,0,1205,0,0,308480,308480,0,0,0,0,0,0,0,4783,4845,540338,0,0,0,2993250,7617280,0,0,0,105292,6804544,14
65035941,2501481,0,0,309504,39085,0,0,0,1209,0,0,309504,309504,0,0,0,0,0,0,0,4711,4890,533236,0,0,0,2994488,8513024,0,0,0,116082,7519002,10
