timestamp,sample_duration,num_reads,read_cycles,num_writes,write_cycles,num_flushes,flush_cycles,read_cycles_samples,write_cycles_samples,flush_cycles_samples,bytes_read,bytes_written,retired_rw,retired_movnti,retired_movntq,retired_movntqd,retired_movntps,retired_mfence,retired_sfence,retired_lfence,wpq_inserts,rpq_inserts,wpq_occupancy,rpq_occupancy,dram_rpq_inserts,dram_rpq_occupancy,unc_ticks,total_read_write,retired_all_stores,l3_misses_local_pmm,l3_misses_remote_pmm,any_scoop_pmm,any_scoop_l3_miss_dram,total_addr_distance
145063085,2500546,0,0,301786,35688,76,0,0,1179,0,0,2413751,63,0,301723,0,0,0,0,0,37780,63,4176444,0,0,0,2993894,39463882,0,0,0,248713,18783592,60
150065378,2500968,0,0,307925,29620,86,0,0,1203,0,0,2462759,79,0,307846,0,0,0,0,0,38547,82,4252425,0,0,0,2992306,44807135,0,0,0,248883,19453146,69
155066727,2501055,0,0,303832,31640,80,0,0,1187,0,0,2430066,70,0,303762,0,0,0,0,0,38037,67,4215071,0,0,0,2994209,50109472,0,0,0,249036,20117596,71
160068712,2500026,0,0,300755,28861,90,29,0,1174,1,0,2405438,74,0,300681,0,0,0,0,0,37668,78,4202282,0,0,0,2991303,55364756,0,0,0,249196,20776121,74
165070105,2500590,0,0,294612,29547,88,0,0,1151,0,0,2356309,73,0,294539,0,0,0,0,0,36877,70,4206065,0,0,0,2994018,60445920,0,0,0,249353,21412873,72
170072190,2501188,0,0,305623,29184,82,0,0,1194,0,0,2444382,74,0,305549,0,0,0,0,0,38253,83,4220691,0,0,0,2994343,65729729,0,0,0,249547,22074996,69
175073130,2500438,0,0,306130,29163,92,0,0,1196,0,0,2448419,75,0,306055,0,0,0,0,0,38320,77,4238298,0,0,0,2993319,71027824,0,0,0,249726,22738938,68
180074913,2501557,0,0,305879,26950,82,0,0,1195,0,0,2446349,85,0,305794,0,0,0,0,0,38289,82,4233355,0,0,0,2995032,76405737,0,0,0,249901,23412881,71
185075183,2500152,0,0,302290,29863,92,0,0,1181,0,0,2417668,80,0,302210,0,0,0,0,0,37847,83,4183258,0,0,0,2993388,81709885,0,0,0,250070,24077691,74
190076144,2500717,0,0,303573,28194,86,0,0,1186,0,0,2427923,83,0,303490,0,0,0,0,0,38002,103,4215913,0,0,0,2993899,86985713,0,0,0,250236,24738854,66
195077512,2500967,0,0,303832,31281,80,0,0,1187,0,0,2430045,73,0,303759,0,0,0,0,0,38031,90,4214388,0,0,0,2993987,92218472,0,0,0,250406,25394581,69
200079771,2500280,0,0,307416,26153,80,0,0,1201,0,0,2458731,75,0,307341,0,0,0,0,0,38485,88,4265356,0,0,0,2993386,97533133,0,0,0,250586,26060564,73
205081929,2501022,0,0,303837,30709,70,0,0,1187,0,0,2430199,63,0,303774,0,0,0,0,0,38024,61,4221098,0,0,0,2991926,102843669,0,0,0,250737,26726028,67
210083009,2500847,0,0,305880,28148,80,0,0,1195,0,0,2446442,74,0,305806,0,0,0,0,0,38284,74,4245316,0,0,0,2993382,108148090,0,0,0,250903,27390757,66
215085463,2501725,0,0,305622,29446,84,0,0,1194,0,0,2444377,73,0,305549,0,0,0,0,0,38258,75,4231301,0,0,0,2995041,113423826,0,0,0,251058,28051840,69
220086812,2500628,0,0,303831,27364,82,20,0,1186,1,0,2430070,66,0,303765,0,0,0,0,0,38045,67,4246506,0,0,0,2994210,118701362,0,0,0,251220,28713188,70
225089204,2501757,0,0,303572,28691,88,0,0,1186,0,0,2427921,77,0,303495,0,0,0,0,0,38000,82,4205018,0,0,0,2994735,124009805,0,0,0,251373,29378400,76
230090834,2500233,0,0,309462,30122,84,0,0,1209,0,0,2475043,79,0,309383,0,0,0,0,0,38731,87,4285342,0,0,0,2992021,129408143,0,0,0,251572,30054893,71
235093638,2502052,0,0,291544,33093,80,0,0,1139,0,0,2331676,84,0,291460,0,0,0,0,0,36492,72,4057400,0,0,0,2995745,134648728,0,0,0,251751,30711631,67
240095229,2501184,0,0,304084,27742,88,0,0,1188,0,0,2432005,81,0,304003,0,0,0,0,0,38060,89,4213154,0,0,0,2994237,139991841,0,0,0,251949,31381190,73
245097690,2501554,0,0,306138,28434,76,0,0,1196,0,0,2448519,71,0,306067,0,0,0,0,0,38319,81,4224827,0,0,0,2995660,145423163,0,0,0,252123,32061787,70
250099119,2501366,0,0,306387,30915,90,0,0,1197,0,0,2450534,66,0,306321,0,0,0,0,0,38347,84,4245082,0,0,0,2994923,150772564,0,0,0,252286,32732112,77
255101727,2500609,0,0,303830,29099,84,0,0,1187,0,0,2430055,67,0,303763,0,0,0,0,0,38031,66,4216256,0,0,0,2993612,156042127,0,0,0,252443,33392453,68
260103729,2500168,0,0,304341,28351,86,23,0,1188,1,0,2434164,68,0,304273,0,0,0,0,0,38097,88,4212797,0,0,0,2991458,161360908,0,0,0,252608,34058926,64
265106784,2501389,0,0,305111,25988,82,0,0,1192,0,0,2440275,75,0,305036,0,0,0,0,0,38185,77,4219251,0,0,0,2994236,166632542,0,0,0,252768,34719495,71
270108231,2500362,0,0,308437,26659,86,0,0,1205,0,0,2466887,75,0,308362,0,0,0,0,0,38604,73,4253744,0,0,0,2992257,172022814,0,0,0,252931,35394954,69
275110055,2501685,0,0,306134,27262,84,0,0,1196,0,0,2448492,68,0,306066,0,0,0,0,0,38311,73,4247591,0,0,0,2992758,177308548,0,0,0,253108,36057336,76
280112586,2501429,0,0,305877,26549,86,0,0,1195,0,0,2446325,81,0,305796,0,0,0,0,0,38290,86,4244061,0,0,0,2994837,182631210,0,0,0,253289,36724335,68
285115642,2502114,0,0,305628,25962,72,0,0,1194,0,0,2444543,59,0,305569,0,0,0,0,0,38249,69,4234511,0,0,0,2995762,187976563,0,0,0,253458,37394160,73
290117017,2500824,0,0,308442,24637,76,48,0,1204,1,0,2466959,71,0,308371,0,0,0,0,0,38605,91,4277135,0,0,0,2994059,193272723,0,0,0,253653,38057818,66
295119459,2500628,0,0,303835,27930,74,19,0,1186,1,0,2430193,57,0,303778,0,0,0,0,0,38026,72,4212875,0,0,0,2994055,198524130,0,0,0,253812,38715838,61
300120619,2500333,0,0,305880,32553,80,0,0,1195,0,0,2446424,76,0,305804,0,0,0,0,0,38282,73,4233977,0,0,0,2992031,203765136,0,0,0,253952,39372563,73
305122758,2501497,0,0,307927,29814,82,0,0,1203,0,0,2462847,67,0,307860,0,0,0,0,0,38535,68,4260992,0,0,0,2994911,209143289,0,0,0,254113,40046511,70
310125029,2500847,0,0,286423,26471,82,0,0,1119,0,0,2290799,71,0,286352,0,0,0,0,0,35852,74,3976633,0,0,0,2993628,214337161,0,0,0,254275,40697431,72
315125303,2500130,0,0,304090,31734,76,0,0,1188,0,0,2432196,64,0,304026,0,0,0,0,0,38060,70,4215339,0,0,0,2991576,219639635,0,0,0,254426,41361937,66
320125531,2500120,0,0,304087,30241,82,0,0,1188,0,0,2432066,78,0,304009,0,0,0,0,0,38063,81,4214366,0,0,0,2993437,224933789,0,0,0,254598,42025314,71
325126891,2500508,0,0,303830,31826,84,0,0,1187,0,0,2430035,71,0,303759,0,0,0,0,0,38030,96,4195595,0,0,0,2991995,230215450,0,0,0,254809,42687182,70
330127791,2500651,0,0,305364,30487,88,0,0,1193,0,0,2442245,81,0,305283,0,0,0,0,0,38227,85,4251490,0,0,0,2994180,235538275,0,0,0,254988,43354181,66
335128913,2500789,0,0,306907,29404,74,0,0,1199,0,0,2454668,68,0,306839,0,0,0,0,0,38412,76,4246955,0,0,0,2993626,240871288,0,0,0,255180,44022462,67
340131086,2501227,0,0,306387,31789,90,0,0,1197,0,0,2450435,79,0,306308,0,0,0,0,0,38348,76,4230859,0,0,0,2994758,246245152,0,0,0,255343,44695874,73
345132396,2501041,0,0,305880,30531,80,18,0,1194,1,0,2446466,66,0,305814,0,0,0,0,0,38281,64,4237157,0,0,0,2994689,251655994,0,0,0,255508,45373904,67
