timestamp,sample_duration,num_reads,read_cycles,num_writes,write_cycles,num_flushes,flush_cycles,bytes_read,bytes_written,retired_rw,retired_movnti,retired_movntq,retired_movntqd,retired_movntps,retired_mfence,retired_sfence,retired_lfence,wpq_inserts,rpq_inserts,wpq_occupancy,rpq_occupancy,dram_rpq_inserts,dram_rpq_occupancy,unc_ticks,total_read_write,retired_all_stores,l3_misses_local_pmm,l3_misses_remote_pmm,any_scoop_pmm,any_scoop_l3_miss_dram,total_addr_distance
1255364824,7001108,0,0,878018,233416,0,0,0,7024144,0,0,865850,0,12168,0,3390,0,111278,0,0,0,0,0,0,1315164728,0,0,0,0,0,12170
1265367947,7001546,0,0,913007,179150,0,0,0,7304056,0,0,903648,0,9359,0,2193,0,115300,0,0,0,0,0,0,1325628384,0,0,0,0,0,9361
1275369442,7001040,0,0,914932,16072,0,0,0,7319456,0,0,914164,0,768,0,6156,0,114465,0,0,0,0,0,0,1336284032,0,0,0,0,0,771
1285371782,7001293,0,0,904223,428902,0,0,0,7233784,0,0,882478,0,21745,0,7649,0,115751,0,0,0,0,0,0,1346636440,0,0,0,0,0,21746
1295374364,7001239,0,0,896097,377188,0,0,0,7168776,0,0,876887,0,19210,0,10143,0,114420,0,0,0,0,0,0,1357133216,0,0,0,0,0,19215
1309416722,7001225,34560,0,947757,103328,0,0,276480,7582056,34560,0,942413,0,5344,0,37054,0,114555,0,0,0,0,0,0,1370038064,0,0,0,0,0,5631
1319417622,7000212,0,0,913408,0,0,0,0,7307264,0,0,913408,0,0,0,2048,0,114178,0,0,0,0,0,0,1380172480,0,0,0,0,0,3
1329421323,7001627,0,0,897566,102728,0,0,0,7180528,0,0,892156,0,5410,0,2530,0,112876,0,0,0,0,0,0,1390091320,0,0,0,0,0,5413
1339422207,7000840,0,0,895649,119818,0,0,0,7165192,0,0,889564,0,6085,0,4191,0,112722,0,0,0,0,0,0,1400437056,0,0,0,0,0,6088
1349424512,7001471,0,0,921591,12880,0,0,0,7372728,0,0,920951,0,640,0,2057,0,115282,0,0,0,0,0,0,1411000568,0,0,0,0,0,646
1359426596,7001909,0,0,906412,106388,0,0,0,7251296,0,0,901014,0,5398,0,2132,0,113981,0,0,0,0,0,0,1421514328,0,0,0,0,0,5402
1369430957,7001852,0,0,920576,0,0,0,0,7364608,0,0,920576,0,0,0,2048,0,115075,0,0,0,0,0,0,1432028760,0,0,0,0,0,3
1379432214,7001219,0,0,920673,198964,0,0,0,7365384,0,0,910458,0,10215,0,2207,0,116364,0,0,0,0,0,0,1442551552,0,0,0,0,0,10219
1389433561,7000889,0,0,909312,0,0,0,0,7274496,0,0,909312,0,0,0,4096,0,113667,0,0,0,0,0,0,1453115136,0,0,0,0,0,3
1399435631,7001977,0,0,921566,42350,0,0,0,7372528,0,0,919386,0,2180,0,4130,0,115469,0,0,0,0,0,0,1463782896,0,0,0,0,0,2182
1409437490,7000347,0,0,923611,47320,0,0,0,7388888,0,0,921191,0,2420,0,37,0,115758,0,0,0,0,0,0,1474374856,0,0,0,0,0,2424
1419439430,7001482,0,0,914371,76024,0,0,0,7314968,0,0,910461,0,3910,0,61,0,114791,0,0,0,0,0,0,1484954336,0,0,0,0,0,3913
1429442375,7001704,0,0,917204,56594,0,0,0,7337632,0,0,914333,0,2871,0,4140,0,115013,0,0,0,0,0,0,1495556480,0,0,0,0,0,2874
1439444195,7000982,0,0,929024,0,0,0,0,7432192,0,0,929024,0,0,0,4096,0,116130,0,0,0,0,0,0,1506298240,0,0,0,0,0,2
1449445296,7000358,0,0,919227,92262,0,0,0,7353816,0,0,914752,0,4475,0,2117,0,115466,0,0,0,0,0,0,1516947288,0,0,0,0,0,4478
1459447212,7001385,0,0,925440,0,0,0,0,7403520,0,0,925440,0,0,0,2048,0,115683,0,0,0,0,0,0,1527635800,0,0,0,0,0,4
1469450171,7002218,0,0,918528,0,0,0,0,7348224,0,0,918528,0,0,0,4096,0,114819,0,0,0,0,0,0,1538131464,0,0,0,0,0,4
1479452578,7001797,0,0,903104,96244,0,0,0,7224832,0,0,899008,0,4096,0,64,0,113404,0,0,0,0,0,0,1548468680,0,0,0,0,0,4099
1489453979,7000721,0,0,913588,95526,0,0,0,7308704,0,0,908669,0,4919,0,2124,0,114817,0,0,0,0,0,0,1559084904,0,0,0,0,0,4922
1499455806,7000182,0,0,910533,74480,0,0,0,7284264,0,0,906706,0,3827,0,4155,0,114297,0,0,0,0,0,0,1569590672,0,0,0,0,0,3831
1509458514,7001268,0,0,926720,0,0,0,0,7413760,0,0,926720,0,0,0,4096,0,115845,0,0,0,0,0,0,1580256656,0,0,0,0,0,4
1519459130,7000433,0,0,934656,0,0,0,0,7477248,0,0,934656,0,0,0,2048,0,116835,0,0,0,0,0,0,1591018896,0,0,0,0,0,2
1529461610,7001595,0,0,922287,171362,0,0,0,7378296,0,0,913681,0,8606,0,1617,0,116366,0,0,0,0,0,0,1601669896,0,0,0,0,0,8608
1539461729,7000040,0,0,914389,54008,0,0,0,7315112,0,0,911615,0,2774,0,2091,0,114649,0,0,0,0,0,0,1612339208,0,0,0,0,0,2776
1549466006,7001423,0,0,922795,107036,0,0,0,7382360,0,0,917294,0,5501,0,2133,0,116041,0,0,0,0,0,0,1622774016,0,0,0,0,0,5505
1559467690,7000421,0,0,919895,200756,0,0,0,7359160,0,0,909568,0,10327,0,2985,0,116281,0,0,0,0,0,0,1633428408,0,0,0,0,0,10331
1569467949,7000219,0,0,891385,9278,0,0,0,7131080,0,0,890917,0,468,0,7,0,111487,0,0,0,0,0,0,1643867008,0,0,0,0,0,471
1579469384,7000932,0,0,901335,372286,0,0,0,7210680,0,0,882223,0,19112,0,2345,0,115060,0,0,0,0,0,0,1654383160,0,0,0,0,0,19115
1589471783,7001888,0,0,920690,163588,0,0,0,7365520,0,0,912347,0,8343,0,398,0,116136,0,0,0,0,0,0,1664955848,0,0,0,0,0,8345
1599474136,7001737,0,0,886701,634492,0,0,0,7093608,0,0,854873,0,31828,0,595,0,114820,0,0,0,0,0,0,1675283248,0,0,0,0,0,31831
1609476432,7000832,0,0,932588,25822,0,0,0,7460704,0,0,931308,0,1280,0,20,0,116737,0,0,0,0,0,0,1685811360,0,0,0,0,0,1284
1619478018,7000558,0,0,919842,278820,0,0,0,7358736,0,0,905575,0,14267,0,2270,0,116766,0,0,0,0,0,0,1696471472,0,0,0,0,0,14271
1629480731,7001093,0,0,907570,262636,0,0,0,7260560,0,0,894114,0,13456,0,2510,0,115133,0,0,0,0,0,0,1707010880,0,0,0,0,0,13460
1639481697,7000419,0,0,882233,292564,0,0,0,7057864,0,0,869342,0,12891,0,4295,0,111896,0,0,0,0,0,0,1717394696,0,0,0,0,0,12894
1649482721,7000304,0,0,918966,93000,0,0,0,7351728,0,0,914156,0,4810,0,4170,0,115475,0,0,0,0,0,0,1728099000,0,0,0,0,0,4814
