timestamp,sample_duration,num_reads,read_cycles,num_writes,write_cycles,num_flushes,flush_cycles,bytes_read,bytes_written,retired_rw,retired_movnti,retired_movntq,retired_movntqd,retired_movntps,retired_mfence,retired_sfence,retired_lfence,wpq_inserts,rpq_inserts,wpq_occupancy,rpq_occupancy,dram_rpq_inserts,dram_rpq_occupancy,unc_ticks,total_read_write,retired_all_stores,l3_misses_local_pmm,l3_misses_remote_pmm,any_scoop_pmm,any_scoop_l3_miss_dram,total_addr_distance
147373688,5023761,234880,4584888,234112,4651140,0,0,1879040,1872896,234880,0,234112,0,0,0,0,0,25010,21029,2554557,12131909,144283,8221394,4479587,68050944,48935930,45884,0,1089928,231883,1812
154074727,5020146,233216,4646360,229632,4586170,0,0,1865728,1837056,233216,0,229632,0,0,0,0,0,28727,44894,1590582,9679547,182521,4124136,5917506,71163904,51159007,47999,0,1140233,234016,1787
160762902,5013385,230272,4500430,225408,4499682,0,0,1842176,1803264,230272,0,225408,0,0,0,0,0,7346,48130,1760678,9174518,255432,5868527,5830722,74219520,53293952,50091,0,1188795,220215,1760
167458499,5024328,230912,4585698,225792,4595368,0,0,1847296,1806336,230912,0,225792,0,0,0,0,0,2188,42763,1153211,8153985,470113,8217579,1875686,77357056,55497817,52228,0,1239662,229885,1793
174157843,5024949,229760,4528000,228992,4587814,0,0,1838080,1831936,229760,0,228992,0,0,0,0,0,6829,15428,1582329,16430154,352059,7892180,396103,80470016,57708481,54263,0,1288618,231680,1789
180878462,5024055,228096,4450350,232704,4666418,0,0,1824768,1861632,228096,0,232704,0,0,0,0,0,20188,13754,2665743,15545803,192706,6449622,1743727,83550208,59880658,56303,0,1336304,226706,1781
187577485,5020668,235264,4540372,234752,4743540,0,0,1882112,1878016,235264,0,234752,0,0,0,0,0,22022,36782,2446847,10982021,81591,4503682,5884782,86712320,62109076,58398,0,1386212,232592,1830
194270079,5013087,226560,4475922,228096,4590664,0,0,1812480,1824768,226560,0,228096,0,0,0,0,0,13879,51012,1548123,8997344,248111,4529955,5877200,89841664,64323966,60398,0,1433629,231270,1769
200960941,5015043,253568,4923506,255360,5149748,0,0,2028544,2042880,253568,0,255360,0,0,0,0,0,9674,53255,1825952,12212141,319283,5559717,4971788,92604416,2255560,1107,0,36406,273674,1971
207653096,5014882,114432,2306528,113920,2318338,0,0,915456,911360,114432,0,113920,0,0,0,0,0,12956,15332,386146,7175774,233788,2283799,395106,95725568,4449930,3182,0,86617,227658,881
214355781,5025078,113280,2257814,115072,2379812,0,0,906240,920576,113280,0,115072,0,0,0,0,0,10514,6888,856310,7241921,211481,3885712,562062,98781184,6627139,5259,0,136204,228346,899
221055492,5021787,112640,2207510,115712,2357438,0,0,901120,925696,112640,0,115712,0,0,0,0,0,7440,3108,1193284,5671981,193087,5130963,460126,101836800,8805157,7330,0,184637,228344,902
227750897,5017565,120576,2365682,109824,2201850,0,0,964608,878592,120576,0,109824,0,0,0,0,0,12795,30198,1122471,2555918,62423,4519061,394757,104957952,11011826,9552,0,236429,230802,894
234458080,5036400,113664,2235240,116736,2367890,0,0,909312,933888,113664,0,116736,0,0,0,0,0,10752,29913,1204615,2311033,41456,3675844,3388155,108029952,13205422,11569,0,285051,229982,897
241149438,5016515,109696,2236502,108416,2264450,0,0,877568,867328,109696,0,108416,0,0,0,0,0,6418,28934,1009350,3667656,38901,1987287,5858301,110962688,15291264,13591,0,332835,218528,838
247848048,5025708,113920,2333880,110336,2319886,0,0,911360,882688,113920,0,110336,0,0,0,0,0,6833,15932,442792,7143662,208133,747597,5854033,114059264,17454991,15707,0,383273,224490,890
254546639,5024561,114560,2345906,107648,2312400,0,0,916480,861184,114560,0,107648,0,0,0,0,0,6324,6755,372073,7190971,207632,1772936,5898862,117073920,19585053,17746,0,433612,222651,860
261243840,5016225,109696,2247156,112512,2352884,0,0,877568,900096,109696,0,112512,0,0,0,0,0,7091,0,539207,6798265,191801,3215252,4542985,120104960,21720144,19761,0,481928,222620,870
267937513,5015432,113408,2261418,115968,2337468,0,0,907264,927744,113408,0,115968,0,0,0,0,0,7400,13840,1163360,2453974,195634,5138445,394214,123242496,23924841,21853,0,530846,229870,907
274626342,5013953,116480,2306372,116992,2349874,0,0,931840,935936,116480,0,116992,0,0,0,0,0,11585,23467,1175106,2541649,107141,4679224,382722,126396416,26157377,23970,0,581082,233908,917
281314921,5013633,120448,2344152,109952,2199316,0,0,963584,879616,120448,0,109952,0,0,0,0,0,11824,31947,1136335,2337000,39308,3897258,1982008,129501184,28359958,26043,0,631319,230660,890
288002771,5012609,114048,2246334,115328,2344146,0,0,912384,922624,114048,0,115328,0,0,0,0,0,7180,30653,817978,9143060,39346,233710,5836916,132630528,30562539,28187,0,681646,229838,905
294695711,5017278,113792,2341528,112512,2343054,0,0,910336,900096,113792,0,112512,0,0,0,0,0,11236,15968,517307,0,235349,1957907,5918948,135686144,32727436,30248,0,730193,226046,874
301399275,5026424,112000,2187528,120448,2470614,0,0,896000,963584,112000,0,120448,0,0,0,0,0,12889,5853,669890,0,226029,3309866,5934869,138807296,34946431,32389,0,778424,232480,916
308085283,5012941,113152,2270040,115200,2306460,0,0,905216,921600,113152,0,115200,0,0,0,0,0,7395,0,791013,8953023,194240,5285063,1112754,141912064,37137027,34399,0,827031,227800,896
314779185,5019799,113152,2217242,119296,2392080,0,0,905216,954368,113152,0,119296,0,0,0,0,0,7666,27584,1228747,9349450,25386,3327308,559182,144934912,39330632,36357,0,875336,232564,914
321472710,5019572,114048,2248220,117376,2437128,0,0,912384,939008,114048,0,117376,0,0,0,0,0,7952,30455,1105011,9469819,40145,1854776,2365040,148015104,41533206,38474,0,925216,230971,886
328162077,5018677,116736,2287528,112640,2264462,0,0,933888,901120,116736,0,112640,0,0,0,0,0,7208,31077,750258,413247,227626,804617,5938700,151087104,43721421,40557,0,975314,229861,882
334862442,5026479,115328,2285604,117120,2347544,0,0,922624,936960,115328,0,117120,0,0,0,0,0,9688,2423,907632,0,210636,4262672,5902761,154134528,45921170,42636,0,1024623,232920,900
341553928,5015981,114944,2245164,117504,2395288,0,0,919552,940032,114944,0,117504,0,0,0,0,0,7170,0,1066730,3033542,198306,5394692,4181846,157263872,48142626,44716,0,1073789,231889,903
348253107,5024437,116224,2264340,114176,2290984,0,0,929792,913408,116224,0,114176,0,0,0,0,0,7365,23024,1142763,9568108,7103,4300225,394905,160376832,50347257,46881,0,1123813,230851,898
354942979,5015558,113664,2184132,111616,2291364,0,0,909312,892928,113664,0,111616,0,0,0,0,0,6837,29898,849707,9223892,38886,847438,4110788,163481600,52518286,49053,0,1173156,225457,867
361643631,5028684,114304,2340328,108928,2218438,0,0,914432,871424,114304,0,108928,0,0,0,0,0,6524,30550,775856,6373358,101900,305141,5917644,166504448,54657367,51118,0,1222213,223493,888
368334583,5013069,109056,2132408,114176,2261964,0,0,872448,913408,109056,0,114176,0,0,0,0,0,14055,6414,418725,0,224916,2594077,5826498,169560064,56804616,53214,0,1270493,222468,876
375038703,5025322,110464,2161342,121984,2463588,0,0,883712,975872,110464,0,121984,0,0,0,0,0,7338,0,1003961,6310169,214322,6019775,2380472,172705792,59028945,55352,0,1319409,232743,903
381743944,5024028,112896,2222862,119552,2393636,0,0,903168,956416,112896,0,119552,0,0,0,0,0,7395,8057,921099,9115935,125746,4935476,404034,175835136,61249958,57505,0,1367204,232771,887
388442271,5025218,109312,2130590,112896,2304636,0,0,874496,903168,109312,0,112896,0,0,0,0,0,7298,28389,1120494,8829229,38986,2449867,1135351,178866176,63384915,59608,0,1415052,222553,874
397428729,5016545,177664,3499104,174848,3609958,0,0,1421312,1398784,177664,0,174848,0,0,0,0,0,10680,29837,751797,0,278953,1519675,6029055,182996992,2260395,1091,0,37254,274619,1375
404125813,5020343,115584,2302112,113792,2303310,0,0,924672,910336,115584,0,113792,0,0,0,0,0,7840,379,1074176,0,195853,5250783,5834544,186101760,4456822,3186,0,86895,228242,883
410814781,5017221,115200,2245502,116224,2335936,0,0,921600,929792,115200,0,116224,0,0,0,0,0,7841,14553,974730,9461557,72926,4601571,400991,189116416,6642218,5211,0,135293,231440,909
417505025,5016588,114304,2234344,118144,2435410,0,0,914432,945152,114304,0,118144,0,0,0,0,0,7426,25061,1170653,9346284,13116,3823391,577560,192229376,8859169,7265,0,183719,232336,920
424202679,5023635,119808,2327228,108544,2158726,0,0,958464,868352,119808,0,108544,0,0,0,0,0,6906,31192,720465,9702149,40085,115950,5656199,195309568,11043289,9488,0,233786,228661,882
430901162,5026791,114560,2235538,116864,2352076,0,0,916480,934912,114560,0,116864,0,0,0,0,0,11956,14617,519809,0,237841,2041329,5892814,198414336,13251229,11512,0,282700,230485,901
437604694,5027422,118528,2356024,113920,2270464,0,0,948224,911360,118528,0,113920,0,0,0,0,0,11775,5134,675023,0,223179,3494532,5934715,201510912,15464364,13665,0,332710,232667,890
444288946,5012513,111616,2255056,106496,2187142,0,0,892928,851968,111616,0,106496,0,0,0,0,0,6689,361,725909,9116656,183689,4934894,890640,204533760,17572687,15714,0,381117,218037,868
450993040,5025407,118912,2315054,113536,2270978,0,0,951296,908288,118912,0,113536,0,0,0,0,0,7377,28491,1131189,9625893,27397,3113678,557344,207695872,19801113,17896,0,432038,232717,905
457692113,5019823,114816,2232592,117632,2353628,0,0,918528,941056,114816,0,117632,0,0,0,0,0,7176,29881,1089676,9292628,39908,1724588,2629362,210808832,22018057,20006,0,481140,232445,913
464391336,5027512,109568,2188142,111616,2274278,0,0,876544,892928,109568,0,111616,0,0,0,0,0,7040,7419,404752,8639408,225705,908589,5835810,213856256,24150961,22068,0,529332,221564,868
471093970,5027606,114816,2288358,117632,2384924,0,0,918528,941056,114816,0,117632,0,0,0,0,0,9504,2689,987119,0,208489,4490298,5903414,216985600,26371199,24156,0,578961,232657,910
477792348,5026350,121728,2373926,110720,2266366,0,0,973824,885760,121728,0,110720,0,0,0,0,0,6929,8357,1117029,0,197253,5244952,3907672,220098560,28588136,26241,0,629403,232631,901
484478000,5012915,110592,2160684,109568,2208904,0,0,884736,876544,110592,0,109568,0,0,0,0,0,7127,22766,1113874,9191370,4747,4099886,419371,223129600,30710790,28341,0,678147,220535,870
491165947,5014947,117248,2279514,114176,2288548,0,0,937984,913408,117248,0,114176,0,0,0,0,0,7513,30974,834749,9656701,39492,715655,4381143,226267136,32926923,30500,0,728397,230516,903
497858747,5021026,113792,2221022,119680,2400732,0,0,910336,957440,113792,0,119680,0,0,0,0,0,7104,21016,685144,9181023,117888,344983,5915729,229396480,35154115,32544,0,776430,233147,917
504547676,5013761,110208,2196762,106880,2182154,0,0,881664,855040,110208,0,106880,0,0,0,0,0,6832,0,402685,8263121,218994,2673438,5804979,232419328,37256280,34530,0,823654,216200,854
511254024,5029449,112896,2210938,116480,2337356,0,0,903168,931840,112896,0,116480,0,0,0,0,0,7301,17745,1226224,0,194415,5265611,2119710,235499520,39446104,36625,0,872441,229366,904
517950350,5023616,115200,2242666,118272,2382030,0,0,921600,946176,115200,0,118272,0,0,0,0,0,10098,26036,1246799,0,115387,4833690,380333,238612480,41669177,38711,0,921760,232687,895
524648999,5020528,111488,2152802,107648,2192210,0,0,891904,861184,111488,0,107648,0,0,0,0,0,7092,21694,1082094,9084719,38085,2992555,1538094,241635328,43783635,40804,0,970082,219424,851
531346390,5020872,115328,2308548,115072,2282472,0,0,922624,920576,115328,0,115072,0,0,0,0,0,7474,10676,539261,9461628,189899,685133,5880182,244756480,45989522,42949,0,1020450,230769,885
538047960,5021890,114816,2290100,119680,2416634,0,0,918528,957440,114816,0,119680,0,0,0,0,0,7203,7860,379299,9464608,238765,1201750,5927342,247877632,48220801,45002,0,1069791,234517,916
544754125,5028488,112256,2257648,107904,2192006,0,0,898048,863232,112256,0,107904,0,0,0,0,0,3524,8619,803884,7956791,188180,4953509,5099769,250892288,50339356,47097,0,1118952,220556,847
551463085,5030272,117504,2296688,114944,2346174,0,0,940032,919552,117504,0,114944,0,0,0,0,0,9416,29395,1265075,0,103842,4651481,396252,254038016,52563675,49204,0,1169447,232359,898
558162257,5021384,119168,2340522,115328,2301616,0,0,953344,922624,119168,0,115328,0,0,0,0,0,10181,28003,1136883,0,62701,3877249,541036,257175552,54799077,51268,0,1219562,234209,931
564867914,5027909,108672,2161116,113536,2268074,0,0,869376,908288,108672,0,113536,0,0,0,0,0,7216,0,1131412,8760537,57879,2997336,5842467,260206592,56934363,53342,0,1266972,221414,867
571557173,5013006,111616,2210008,120832,2420628,0,0,892928,966656,111616,0,120832,0,0,0,0,0,7142,5747,541599,9090401,220259,1493430,5879032,263344128,59156648,55454,0,1316083,231735,905
578252797,5021174,115072,2265310,116352,2340506,0,0,920576,930816,115072,0,116352,0,0,0,0,0,7452,18420,398086,9339255,233751,1831158,5894390,266448896,61365372,57523,0,1364445,231077,883
584938429,5013627,111488,2254636,114816,2314500,0,0,891904,918528,111488,0,114816,0,0,0,0,0,4164,14846,923733,7533760,191993,3563894,513754,269504512,63531091,59601,0,1412704,226603,892
593391611,5022240,161536,3188254,158208,3282796,0,0,1292288,1265664,161536,0,158208,0,0,0,0,0,12884,20810,1413841,0,118021,5027924,1542652,273389568,2252203,1088,0,36863,273447,1253
600088396,5022268,116480,2280352,113920,2264120,0,0,931840,911360,116480,0,113920,0,0,0,0,0,10929,15926,813603,8865491,39773,2678432,5851587,276502528,4456828,3153,0,86555,229123,886
606775297,5013100,115328,2250352,116096,2324536,0,0,922624,928768,115328,0,116096,0,0,0,0,0,7488,20175,444133,9339245,179506,1366313,5886971,279508992,6640180,5095,0,134095,231389,911
613464985,5018628,114176,2258440,118272,2378880,0,0,913408,946176,114176,0,118272,0,0,0,0,0,5807,19632,554795,9376854,197202,2266237,4290589,282605568,8853041,7146,0,182760,232225,920
620157705,5018930,119936,2410388,107392,2165872,0,0,959488,859136,119936,0,107392,0,0,0,0,0,6826,16201,1432546,295855,193794,4256209,399362,285677568,11028971,9349,0,233983,227614,876
626854672,5023054,112896,2214572,117504,2396904,0,0,903168,940032,112896,0,117504,0,0,0,0,0,10655,20421,1237983,0,67458,3816011,4046391,288741376,13220516,11318,0,281994,229201,892
633542035,5012433,117120,2335828,114304,2298830,0,0,936960,914432,117120,0,114304,0,0,0,0,0,10826,19995,1008921,3241860,39507,3353855,5908339,291821568,15423433,13415,0,331551,231343,891
640235571,5018439,117120,2300154,112256,2227328,0,0,936960,898048,117120,0,112256,0,0,0,0,0,7104,16008,389233,9516829,152664,916601,5854044,294926336,17619880,15511,0,381288,228998,908
646935089,5021216,118144,2298108,113280,2266996,0,0,945152,906240,118144,0,113280,0,0,0,0,0,4784,17908,686752,9664926,196238,2895975,2501043,298047488,19831918,17641,0,431797,231572,904
653636927,5025218,114560,2292714,117888,2355564,0,0,916480,943104,114560,0,117888,0,0,0,0,0,4736,14599,1061927,6131925,198928,3905625,414972,301168640,22050926,19768,0,481624,232359,914
660338756,5025843,106752,2155986,108288,2306686,0,0,854016,866304,106752,0,108288,0,0,0,0,0,10225,14239,1081548,0,111054,4157853,828392,304183296,24138740,21801,0,528794,215376,844
667024137,5012964,114304,2268710,117120,2342482,0,0,914432,936960,114304,0,117120,0,0,0,0,0,10796,16817,910120,6284141,39648,2836159,5881335,307329024,26356928,23890,0,577978,231549,904
673725099,5026577,121344,2393978,110080,2245784,0,0,970752,880640,121344,0,110080,0,0,0,0,0,9291,15357,583377,9852402,82818,1977909,5929097,310441984,28567708,25984,0,627458,231501,895
680409759,5013457,110080,2222852,111104,2222204,0,0,880640,888832,110080,0,111104,0,0,0,0,0,6336,21550,423278,9025751,189529,1711964,5490573,313456640,30692428,28057,0,675659,221552,875
687101678,5015636,116608,2320366,113792,2300758,0,0,932864,910336,116608,0,113792,0,0,0,0,0,6368,14952,1320751,2724309,195083,4071766,418743,316585984,32900363,30209,0,725800,229355,894
693802961,5023642,113280,2212268,121216,2461936,0,0,906240,969728,113280,0,121216,0,0,0,0,0,8496,15319,1501852,0,168660,4473597,563773,319715328,35134025,32234,0,774683,234068,926
700499382,5022011,107520,2163862,109568,2249336,0,0,860160,876544,107520,0,109568,0,0,0,0,0,10241,20647,1082649,559134,38533,3263871,5824626,322738176,37236194,34218,0,821169,215754,854
707186996,5015768,113792,2216018,118656,2377464,0,0,910336,949248,113792,0,118656,0,0,0,0,0,8448,14968,478510,9377564,125007,1298482,5884962,325892096,39462586,36381,0,870803,232311,915
713881824,5022908,114816,2264774,117632,2386176,0,0,918528,941056,114816,0,117632,0,0,0,0,0,6960,17783,360650,9420768,174397,1203324,5919100,328980480,41673356,38480,0,919808,231495,888
720574951,5017339,110208,2173824,107904,2254942,0,0,881664,863232,110208,0,107904,0,0,0,0,0,3935,14396,780443,8094779,189979,3460317,567097,331986944,43777573,40537,0,968399,218282,851
727272004,5018552,116224,2299848,116224,2357900,0,0,929792,929792,116224,0,116224,0,0,0,0,0,10000,15458,1310524,0,138705,4365122,555081,335157248,46008045,42724,0,1018666,232676,892
733959061,5014543,114816,2301062,119680,2377730,0,0,918528,957440,114816,0,119680,0,0,0,0,0,10986,18211,1262555,0,86888,4033173,2933973,338278400,48239325,44770,0,1067829,234456,916
740668209,5031153,112256,2203294,108928,2181480,0,0,898048,871424,112256,0,108928,0,0,0,0,0,7105,14690,1122412,9254233,14315,3935765,5826014,341317632,50370174,46883,0,1116915,221420,852
747354274,5012886,117120,2270768,114304,2310096,0,0,936960,914432,117120,0,114304,0,0,0,0,0,6961,21094,566297,9567982,176773,1509582,5888990,344471552,52590393,48986,0,1167396,231317,894
754060586,5030056,119552,2329440,114944,2323626,0,0,956416,919552,119552,0,114944,0,0,0,0,0,7237,20063,417948,9832573,216570,1697094,3594646,347609088,54825789,51095,0,1217422,233661,927
760749185,5013017,109312,2175658,112896,2237184,0,0,874496,903168,109312,0,112896,0,0,0,0,0,7233,0,871589,7698260,150322,4742342,740042,350672896,56968934,53186,0,1264687,221243,865
767457665,5028240,112128,2268990,121344,2445716,0,0,897024,970752,112128,0,121344,0,0,0,0,0,11081,12061,1359790,0,126986,3720077,4731915,353835008,59203507,55321,0,1313000,232514,906
774145399,5015215,117888,2209672,114560,2330354,0,0,943104,916480,117888,0,114560,0,0,0,0,0,8844,22300,1160937,0,100891,3508964,5915574,356931584,61416335,57390,0,1361988,231078,891
780846992,5023834,110976,2180266,113280,2288032,0,0,887808,906240,110976,0,113280,0,0,0,0,0,480,21610,1163784,9151694,90966,4196966,555320,360003584,63573859,59452,0,1410096,224515,887
789226750,5023688,155008,3114306,152448,3080230,0,0,1240064,1219584,155008,0,152448,0,0,0,0,0,10257,15936,424531,11301595,254411,1928333,1310114,363872256,2260446,1173,0,37939,271220,1204
795926963,5025310,115712,2303812,114688,2345806,0,0,925696,917504,115712,0,114688,0,0,0,0,0,14305,6957,735624,770403,156084,4039594,5851517,367009792,4471455,3317,0,88105,229017,890
802627580,5021985,113792,2303780,114560,2333332,0,0,910336,916480,113792,0,114560,0,0,0,0,0,12294,12190,988278,0,135549,3948988,5923024,370114560,6660956,5406,0,137671,227808,905
809329588,5024653,113664,2263054,117760,2429498,0,0,909312,942080,113664,0,117760,0,0,0,0,0,10160,18181,1196352,0,108150,3592952,5881043,373211136,8867661,7460,0,186389,231281,915
816025541,5020190,119936,2340220,108416,2181734,0,0,959488,867328,119936,0,108416,0,0,0,0,0,576,24300,1136550,9251510,78048,4327660,1193526,376348672,11066452,9683,0,238118,228633,889
822728859,5028183,114048,2245610,116352,2340242,0,0,912384,930816,114048,0,116352,0,0,0,0,0,5889,17440,373185,9347066,187925,2881053,396155,379396096,13253902,11684,0,286011,228422,898
829420055,5017052,117504,2380108,113920,2290272,0,0,940032,911360,117504,0,113920,0,0,0,0,0,8800,13047,404132,9592060,212612,1740278,1975994,382476288,15456491,13775,0,335094,231605,897
836113161,5016198,114944,2281218,113408,2280404,0,0,919552,907264,114944,0,113408,0,0,0,0,0,14112,8026,1515953,437024,155339,1680965,5971159,385581056,17646790,15926,0,384195,228010,903
842803605,5014589,116480,2300806,109824,2297480,0,0,931840,878592,116480,0,109824,0,0,0,0,0,7697,25211,1112125,0,92167,3479873,5887430,388538368,19787109,17887,0,433616,226407,885
849504640,5022849,114304,2230278,118144,2440390,0,0,914432,945152,114304,0,118144,0,0,0,0,0,5136,27716,1239707,2919576,79068,3834709,4247674,391643136,22002010,20012,0,483412,232072,911
856194574,5012917,114304,2241280,115072,2279806,0,0,914432,920576,114304,0,115072,0,0,0,0,0,3400,22706,416437,9465853,117296,4449039,394771,394747904,24198439,22098,0,532492,229592,899
862899934,5028616,112512,2236436,116864,2383298,0,0,900096,934912,112512,0,116864,0,0,0,0,0,11935,10727,405472,9170223,183237,1704564,3751064,397811712,26383841,24098,0,580441,229299,896
869593489,5014753,120064,2338298,111360,2293360,0,0,960512,890880,120064,0,111360,0,0,0,0,0,13903,7830,763218,6688637,156842,1651260,5905403,400941056,28598734,26177,0,630709,231481,899
876292308,5020256,110848,2172290,110336,2197306,0,0,886784,882688,110848,0,110336,0,0,0,0,0,10418,15655,1115977,0,112938,3387726,5833599,403996672,30733693,28320,0,678885,221531,875
882984613,5017413,116480,2304706,114944,2307642,0,0,931840,919552,116480,0,114944,0,0,0,0,0,2321,25098,1205299,6533975,78468,4103843,2435711,407126016,32947779,30434,0,728617,230246,903
889683656,5022058,113664,2255826,118784,2377362,0,0,909312,950272,113664,0,118784,0,0,0,0,0,1265,22852,886282,9179189,92975,4539713,409723,410238976,35164726,32513,0,777507,231952,912
896368563,5012407,112256,2185064,108928,2179442,0,0,898048,871424,112256,0,108928,0,0,0,0,0,6913,14527,359204,9151376,220348,1682704,697196,413294592,37299680,34503,0,824587,219499,870
903068300,5024985,113536,2196610,118912,2388480,0,0,908288,951296,113536,0,118912,0,0,0,0,0,14788,7628,1257343,2751638,157405,1722230,5850836,416448512,39526070,36605,0,873509,232268,913
909775312,5026687,116736,2263846,116736,2325344,0,0,933888,933888,116736,0,116736,0,0,0,0,0,12927,9874,1437334,0,143433,2390007,5910500,419577856,41753240,38745,0,923717,232625,894
916476110,5023895,113792,2283868,107392,2156088,0,0,910336,859136,113792,0,107392,0,0,0,0,0,5808,29214,1146003,581084,76109,3405524,5421614,422625280,43886143,40844,0,973023,221127,862
923160484,5012393,115456,2281890,112896,2275562,0,0,923648,903168,115456,0,112896,0,0,0,0,0,2800,23354,581915,9509020,106356,4454278,395937,425738240,46077675,42965,0,1023012,228582,879
929857101,5020416,116096,2322600,117376,2356176,0,0,928768,939008,116096,0,117376,0,0,0,0,0,5169,19933,390361,9565483,165433,3271164,399945,428867584,48304869,45009,0,1072125,233533,917
936545184,5016084,112256,2226886,108928,2193846,0,0,898048,871424,112256,0,108928,0,0,0,0,0,13587,6670,460844,8343876,150332,1600375,5637463,431898624,50433655,47144,0,1121314,221346,846
943239776,5022525,114176,2291032,111104,2303654,0,0,913408,888832,114176,0,111104,0,0,0,0,0,11479,12847,1231707,0,129342,2989866,5885872,434978816,52598567,49261,0,1170849,225109,874
949931636,5014522,119168,2366504,113280,2277074,0,0,953344,906240,119168,0,113280,0,0,0,0,0,9025,22107,1139281,0,102812,3529172,5924072,438099968,54817873,51379,0,1221222,231261,916
